56.94,56.94,0,0.0886345,0.0443172,0.1772685
56.94,113.88,0,0.0886345,0.0443172,0.1772685
56.94,170.82,0,0.0886345,0.0443172,0.1772685
56.94,227.76,0,0.0886345,0.0443172,0.1772685
56.94,284.7,0,0.0886345,0.0443172,0.1772685
56.94,341.64,0,0.0886345,0.0443172,0.1772685
56.94,398.58,0,0.0886345,0.0443172,0.1772685
56.94,455.52,0,0.0886345,0.0443172,0.1772685
56.94,512.46,0,0.0886345,0.0443172,0.1772685
56.94,569.4,0,0.0886345,0.0443172,0.1772685
56.94,626.34,0,0.0886345,0.0443172,0.1772685
56.94,683.28,0,0.0886345,0.0443172,0.1772685
56.94,740.22,0,0.0886345,0.0443172,0.1772685
56.94,797.16,0,0.0886345,0.0443172,0.1772685
56.94,854.1,0,0.0886345,0.0443172,0.1772685
56.94,911.04,0,0.0886345,0.0443172,0.1772685
56.94,967.98,0,0.0886345,0.0443172,0.1772685
56.94,1024.92,0,0.0886345,0.0443172,0.1772685
56.94,1081.86,0,0.0886345,0.0443172,0.1772685
56.94,1138.8,0,0.0886345,0.0443172,0.1772685
56.94,1195.74,0,0.0886345,0.0443172,0.1772685
56.94,1252.68,0,0.0886345,0.0443172,0.1772685
56.94,1309.62,0,0.0886345,0.0443172,0.1772685
56.94,1366.56,0,0.0886345,0.0443172,0.1772685
56.94,1423.5,0,0.0886345,0.0443172,0.1772685
56.94,1480.44,0,0.0886345,0.0443172,0.1772685
56.94,1537.38,0,0.0886345,0.0443172,0.1772685
56.94,1594.32,0,0.0886345,0.0443172,0.1772685
56.94,1651.26,0,0.0886345,0.0443172,0.1772685
56.94,1708.2,0,0.0886345,0.0443172,0.1772685
56.94,1765.14,0,0.0886345,0.0443172,0.1772685
56.94,1822.08,0,0.0886345,0.0443172,0.1772685
56.94,1879.02,0,0.0886345,0.0443172,0.1772685
56.94,1935.96,0,0.0886345,0.0443172,0.1772685
56.94,1992.9,0,0.0886345,0.0443172,0.1772685
56.94,2049.84,0,0.0886345,0.0443172,0.1772685
56.94,2106.78,0,0.0886345,0.0443172,0.1772685
56.94,2163.72,0,0.0886345,0.0443172,0.1772685
56.87,2220.59,-0.07,0.0886345,0.0443172,0.1772685
56.87,2277.46,0,0.0886345,0.0443172,0.1772685
56.87,2334.33,0,0.0886345,0.0443172,0.1772685
56.87,2391.2,0,0.0886345,0.0443172,0.1772685
56.87,2448.07,0,0.0886345,0.0443172,0.1772685
56.81,2504.88,-0.06,0.0886345,0.0443172,0.1772685
56.81,2561.69,0,0.0886345,0.0443172,0.1772685
56.81,2618.5,0,0.0886345,0.0443172,0.1772685
56.75,2675.25,-0.06,0.0886345,0.0443172,0.1772685
56.75,2732,0,0.0886345,0.0443172,0.1772685
56.69,2788.69,-0.06,0.0886345,0.0443172,0.1772685
